SurveyID,Country,Collector,Site Code,Site,Year,Lat,Lon,Date,Subregion,Habitat,Reef Zone,Depth,MPA,MPA Name,Zone Detail,Zone,Year Est,Year Man,MPA km2,% No Take,No Take km2,Enforcement,CCA,TA,M,MH,MI,FM,FMH,FMI,CM,CMH,CMI,LC,DT,DJ,DA,L,CO,T,H,HHRI,I,P,CSHRI,CS,DP,ANGE,BARR,BUTT,CHUB,DAMS,FILE,GRUN,JACK,PARR,PORC,PORG,SCOR,SEAB,SNAP,SURG,TRIG,WRAS,Ravg,Rmed,hii100km,hii75km,hii50km,hii25km,hii10km,Grav_tot,ReefArea10km,Chla.2003.2016,Chla,ACET,AMPH,BFMA,CAUL,CLAD,CMA,CODI,DICT,DSPH,FMA,GALA,GCMA,GELI,GFMA,HALI,HALM,HYPO,JANI,LAUR,LOBO,MA,MART,MICR,MUD,ND.HALI,PADI,PENI,RCMA,RFMA,RHIP,SARG,STYP,TURB,UDOT,VALO,WRAN,Acanthurus chirurgus,Acanthurus coeruleus,Acanthurus tractus,Centropyge argi,Kyphosus spp.,Melichthys niger,Scarus / Sparisoma,Scarus coelestinus,Scarus coeruleus,Scarus guacamaia,Scarus iseri,Scarus taeniopterus,Scarus vetula,Sparisoma atomarium,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma rubripinne,Sparisoma viride
BZ11282011,Belize,HRI,BZ1128,East of Water Caye / Spanish Bay,2011,17.3883,-88.0456,39423,Central Barrier Complex,Fore reef,Fore reef,4.2,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,9.2,26,15,3.2,28.8,9,2.9,18.5,6,3.6,10.2,25.8,0.28,0.05,0.23,0,0,8867,5016,4429,3117,734,583,629,967,2193,0,132,0,79,0,651,16,2943,0,166,336,0,583,1486,0,203,27.7,25.4,208500,105456,40696,3936,52,87,0.816052608,NA,NA,0,0,0,0,0,0.5,0,6.333333333,0,2,0,0,0,0,3.833333333,0,0,1.666666667,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.0325,528.70625,0,0,0,0,3.86375,0,103.02375,0,107.175,184.8025,0,0,805.97375,0,189.2575,371.9425
BZ11282013,Belize,HRI,BZ1128,East of Water Caye / Spanish Bay,2013,17.3883,-88.0456,39998,Central Barrier Complex,Fore reef,Fore reef,3.8,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,10.3,26.3,24,2.5,56.9,11,1.5,17.2,13,3.1,39.7,22,0,0,0,0.03,0,5785,4635,4609,1115,35,40,135,780,107,0,96,0,9,0,440,0,4066,0,84,0,0,40,543,299,102,23.4,22.1,208500,105456,40696,3936,52,87,0.816052608,NA,NA,0,0.333333333,0,0,0,1.333333333,0,10,0,0,0,0,0,0,7.666666667,0,0,3.666666667,0,0.666666667,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,102.86,66.06,156.85125,0,0,0,0,0,0,0,188.565,13.665,0,5.8375,219.17625,90.81125,17.3125,1904.1525
BZ11302006,Belize,HRI,BZ1130,Sapodilla Cayes S of Ragged,2006,16.0682,-88.3011,37399,Southern Barrier Complex,Pinnacle,Pinnacle,15,Yes,Rise and Fall Bank,Spawning Aggregation Site Reserves,SPAG,2003,3,17,100,17,Inadequate,3,65.8,20.5,5,100.2,14.8,5.4,79.2,5.6,3.7,21,4.3,0,0,0,0,0.03,2436,1865,1858,131,440,359,359,62,21,117,12,0,6,0,0,0,1382,0,0,0,359,0,476,46,16,45.8,43.5,414449,187737,38382,NA,NA,147,NA,703.8463828,853.8894043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,26.359,258.833,0,0,0,0,0,0,0,524.033,32.671,0,24.95,167.336,0,0,80.371
BZ11482006,Belize,HRI,BZ1148,E of Rio Grande,2006,16.0898,-88.7028,37434,Southern Barrier Complex,Bank,Bank,6.5,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,0.2,81.6,1.1,2.6,2.6,0.9,2.5,2.2,0.2,2.2,0.4,4,NA,NA,NA,NA,NA,164,123,123,36,5,7,7,26,0,0,9,0,0,0,26,0,121,0,0,0,0,7,2,0,0,24,22.4,481535,222184,67701,6251,191,NA,NA,1710.681129,1720.592138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.046,0,0,0,0,0,0,0,0,0,72.52,0,0,0,0,0,0,0
BZ11492006,Belize,HRI,BZ1149,Southwest of Seal Caye,2006,16.1237,-88.3787,37401,Southern Barrier Complex,Pinnacle,Pinnacle,12.5,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,1.9,60.7,20.7,2.2,44.5,19,1.9,36.5,1.6,3.4,8,13.2,0,0,0,0,0,3958,3176,2996,662,121,195,205,76,343,0,180,0,149,0,47,13,2974,0,0,0,34,161,22,37,0,126.7,124.5,408162,168397,31455,8,NA,147,0.016302059,813.5537059,992.206131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,0,12.334,0,0,0,0,0,0,0,1071.271,322.505,0,0.656,282.085,28.543,0,79.284
BZ11572006,Belize,HRI,BZ1157,Frenchman,2006,16.1723,-88.6465,37432,Southern Barrier Complex,Bank,Bank,11.8,Yes,Port Honduras,General Use Zone,General Use Zone,2000,6,397,3,12,Moderate,1.1,70,4.3,3.5,15.6,2.8,3.5,10.7,1.5,3.2,5,2.8,0.48,0.12,0.37,0,0,1376,1086,1086,274,16,21,109,104,0,0,66,0,0,0,203,0,874,0,0,0,0,21,212,0,0,81.7,50.1,444466,193537,47697,7721,24,NA,1.086447384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.969,7.971,13.196,0,0,0,0,0,0,0,361.904,0,0,0,102.949,0,59.535,0
BZ11582006,Belize,HRI,BZ1158,NA,2006,16.2148,-88.3743,37419,Southern Barrier Complex,Fore reef,Fore reef,11.3,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,2.4,45.8,30.6,2.5,78.1,28.6,2.4,72,2.1,2.9,6.1,11,0,0,0,0,0,2140,1404,1340,480,256,391,373,33,257,0,63,0,0,0,46,0,1281,0,0,0,20,371,59,0,44,100.3,94.8,369053,136643,24811,1284,NA,135,0.009960107,735.9805884,904.6950862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.942,19.363,0,0,0,0,0,0,0,545.953,21.989,0,0.656,103.378,0,0,96.411
BZ11612006,Belize,HRI,BZ1161,Garbutt's Range,2006,16.2195,-88.7169,37432,Southern Barrier Complex,Fore reef,Fore reef,11.2,Yes,Port Honduras,General Use Zone,General Use Zone,2000,6,397,3,12,Moderate,0,65,11,4.6,49.2,8.2,4.7,38,2.8,4.4,11.2,1.1,NA,NA,NA,NA,NA,225,144,129,68,13,21,21,16,59,0,0,0,0,0,16,0,129,0,0,0,0,21,0,0,0,37.2,38.6,440222,205815,50661,10555,1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,71.125,2.5725,0,0,14.60125,0,8.65625,0
BZ11632006,Belize,HRI,BZ1163,NA,2006,16.2786,-88.2411,37418,Southern Barrier Complex,Fore reef,Fore reef,11.4,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,18.7,35.1,19.4,2.5,44.1,16.1,2.4,34.1,3.3,3.2,10,5.5,0,0,0,0,0,3183,1617,1475,1102,464,683,663,192,586,0,246,0,0,0,192,0,1451,0,0,0,60,623,24,0,0,53.2,47.3,304151,103314,14251,NA,NA,121,1.023969309,746.0846395,829.0046641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.413,1.268,7.891,0,0,0,0,0,0,0,617.974,0,0,7.483,102.803,0,0,142.589
BZ11662006,Belize,HRI,BZ1166,NA,2006,16.338,-88.3436,37417,Southern Barrier Complex,Patch,Patch,7.9,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,1.4,67.3,6.5,2.6,20.5,5.8,3,18.8,0.6,2.8,1.8,2.3,0.02,0.02,0,0,0.02,634,372,372,142,120,198,188,47,3,0,15,0,0,0,47,0,310,0,0,0,21,177,62,0,0,28.6,29,301141,97440,24841,4133,NA,124,7.607141965,805.4743405,808.2546946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09,37.005,0,0,0,0,0,0,0,174.045,0,0,0,11.681,0,0,0
BZ11712006,Belize,HRI,BZ1171,NA,2006,16.4416,-88.2331,37475,Southern Barrier Complex,Bank,Bank,10,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,0.2,56.8,16.9,4.3,88,14.8,5.5,76.7,2.1,5,11.3,12.6,0.05,0,0.05,0,0,6201,2143,1806,2638,1419,1986,2039,589,1279,176,56,0,5,0,588,78,1688,0,0,0,38,1948,118,50,178,42.7,43,228497,72964,24656,2592,14,124,58.09314117,766.4609367,781.3867238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.527,33.01,0,0,0,30.165,0,0,0,0,164.365,4.116,7.505,0,247.473,0,0,589.247
BZ11722006,Belize,HRI,BZ1172,Round Caye South,2006,16.4117,-88.0548,37479,Southern Barrier Complex,Fore reef,Fore reef,5,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,11.5,40.3,25.2,5.6,138.9,19.2,5.7,111.2,6,4.2,27.7,17.1,0,0,0,0,0,3789,2696,2634,705,388,400,533,202,266,0,32,0,0,0,212,127,2503,0,0,0,164,236,131,0,120,55.2,46.5,205250,55923,8462,NA,NA,113,NA,545.5503659,638.0896937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.745,29.527,0,0,0,0,0,0,0,0,25.464,12.348,3.261,0,169.951,0,0,1290.875
BZ11772006,Belize,HRI,BZ1177,Bugle's Caye,2006,16.4903,-88.3236,37470,Southern Barrier Complex,Patch,Patch,4.9,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,1.8,26.7,12.3,5.4,66.7,1.2,1.6,2.1,11.1,5.8,64.7,34.4,0,0,0,0,0,3377,1856,1766,840,680,596,708,329,159,231,34,0,54,0,362,88,1376,0,0,0,9,587,390,0,87,103,97,238986,86860,35807,9110,780,146,58.09314117,858.5832118,847.9291992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.661,218.045,12.335,0,0,0,0,0,0,0,6.53,18.198,1.087,0,111.428,0,0,688.612
BZ11772009,Belize,HRI,BZ1177,Bugle's Caye,2009,16.4903,-88.3236,38587,Southern Barrier Complex,Patch,Patch,6,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,4.4,18.4,40.2,5,200.6,17.5,4,68.3,22.7,5.5,132.3,21,0,0,0,0,0,24295,5228,5118,4266,14802,4874,16406,689,378,1210,12,0,16,0,1269,11418,3948,0,0,0,0,4874,1170,0,0,103.7,98,238986,86860,35807,9110,780,146,58.09314117,858.5832118,769.6447296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.618,329.501,78.917,0,0,0,0,0,0,0,114.221,225.924,0,0,0,0,1791.495,237.284
BZ11772011,Belize,HRI,BZ1177,Bugle's Caye,2011,16.4903,-88.3236,39388,Southern Barrier Complex,Patch,Patch,3.4,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,5.8,16.8,6.5,3.2,23,0.5,0,0,5.7,3.5,20.8,28.5,0,0,0,0.03,0,2876,1259,1188,909,708,448,965,362,278,0,15,1,0,0,433,479,725,0,0,0,0,448,463,0,0,58.1,55.4,238986,86860,35807,9110,780,146,3.962936207,858.5832118,1272.786855,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,5.5,0,0,0.166666667,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.126,208.053,15.784,0,0.787,0,0,0,0,0,36.515,59.284,0,0,102.431,0,0,236.753
BZ11772014,Belize,HRI,BZ1177,Bugle's Caye,2014,16.4903,-88.3236,40294,Southern Barrier Complex,Lagoon,Lagoon,2.6,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,0.5,13,30.7,2.3,77.7,23,2.1,54.7,7.7,3,22.9,9.5,0.13,0.12,0.02,0,0,758,455,426,247,56,89,123,0,117,0,92,0,0,0,34,0,314,0,0,0,0,89,112,0,0,17.3,16.7,238986,86860,35807,9110,780,146,5.753184167,858.5832118,826.9255371,0,0,2.5,0,0,0,0,8.333333333,0,5.833333333,0,0,0,5.666666667,5.833333333,0,0,0.833333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0.666666667,0,0,0,0,0.581111111,0,66.31444444,0,0,0,0,0,0,0,32.48333333,24.79333333,0,0,7.447777778,0,0,123.8022222
BZ11772016,Belize,HRI,BZ1177,Bugle's Caye,2016,16.4903,-88.3236,41090,Southern Barrier Complex,Lagoon,Lagoon,2,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,3,28,43.8,NA,NA,21,NA,NA,22,NA,NA,10.7,1.75,0.08,1.67,0,0,7124,3484,3281,2729,912,1465,1760,1578,174,0,30,139,14,13,1867,0,1954,0,53,0,44,1421,1327,0,27,61.2,64.55,238986,86860,35807,9110,780,146,NA,858.5832118,758.3558324,0,1.5,0.166666667,0,0,0,0,15.16666667,0,1.833333333,0,0,0,3.333333333,18.83333333,0,0,1.666666667,0,0.333333333,0.833333333,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,1.046,794.921,0,0,83.527,0,0,0,0,0,632.914,0,0,0,169.731,0,84.445,285.591
BZ11782006,Belize,HRI,BZ1178,NA,2006,16.4563,-88.2097,37469,Southern Barrier Complex,Fore reef,Fore reef,8.7,Yes,Laughing Bird Caye,Conservation Zone,No Fishing Zone,1996,10,41,100,41,Moderate,2.9,24.9,21.7,5.5,127.2,18.1,5.6,110.6,3.6,4.5,16.6,11.4,0.03,0.02,0.02,0.05,0,1555,343,248,837,375,368,375,68,336,172,22,0,3,0,73,9,214,0,0,0,22,346,34,9,313,42.5,36.5,216630,69313,23910,2062,14,117,0.287050709,766.4609367,781.3867238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72375,3.1125,2.155,0,0,6.555,0,0,0,0,4.43,2.5725,0,0,16.7575,0,0,136.7625
BZ11782009,Belize,HRI,BZ1178,NA,2009,16.4563,-88.2097,38587,Southern Barrier Complex,Fore reef,Fore reef,10,Yes,Laughing Bird Caye,Conservation Zone,No Fishing Zone,1996,13,41,100,41,Moderate,3.5,32.5,21.5,5.5,118,18.9,5.8,109.1,2.6,3.3,8.9,8.9,0.03,0.02,0.02,0,0.07,9286,5991,5645,2644,651,529,1147,221,1943,0,89,0,0,0,568,339,3234,0,0,0,94,435,2411,0,173,35.3,32,216630,69313,23910,2062,14,117,0.287050709,766.4609367,682.5908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2063.892,86.653,742.946,0,0,0,0,7.907,0,0,1452.432,278.526,39.642,7.483,37.918,0,1636.983,419.777
BZ1178A2011,Belize,HRI,BZ1178A,West of Laughing Bird Caye,2011,16.4568,-88.2093,39388,Southern Barrier Complex,Lagoon,Lagoon,9.7,Yes,Laughing Bird Caye,Conservation Zone,No Fishing Zone,1996,15,41,100,41,Moderate,7.7,2.7,9.5,2.7,16,4.3,0.3,0.7,5.2,3.5,14,11.2,0.03,0,0.03,0.03,0.02,1133,306,212,745,82,50,107,65,378,0,30,0,0,0,18,56,179,0,28,0,3,47,33,0,360,31,24.7,216188,69219,23908,2062,14,117,0.287050709,766.4609367,937.255956,0,0,0,0,0,0,0,1.666666667,0,0.166666667,0,0,0,0,5,0,0,0,0,2.5,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,10.826,7.336,1.724,0,0,0,0,0,0,0,7.879,9.131,0,0,58.965,0,0,31.248
BZ1178A2014,Belize,HRI,BZ1178A,West of Laughing Bird Caye,2014,16.4568,-88.2093,40293,Southern Barrier Complex,Lagoon,Lagoon,7.2,Yes,Laughing Bird Caye,Conservation Zone,No Fishing Zone,1996,18,41,100,41,Good,3.3,7.5,26.5,2.8,73.7,25.2,2.8,70.1,1.3,1.6,2.8,3.2,0.07,0.05,0.02,0,0.03,322,237,216,84,1,2,10,1,78,0,15,0,2,0,8,0,208,0,0,0,2,0,8,0,1,30.2,27.5,216188,69219,23908,2062,14,117,0.319648981,766.4609367,752.3236186,0,0,0.166666667,0,0,0,0,23.5,0,1,0,0,0,0,1.333333333,0,0,0,0,0.333333333,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445,2.586,0,0,0,0,0,0,0,43.633,32.604,0,0,48.423,0,0,0
BZ1178A2016,Belize,HRI,BZ1178A,West of Laughing Bird Caye,2016,16.4568,-88.2093,41129,Southern Barrier Complex,Lagoon,Lagoon,8,Yes,Laughing Bird Caye,Conservation Zone,No Fishing Zone,1996,20,41,100,41,Good,12.2,0.2,22.3,NA,NA,22.2,NA,NA,0.2,0,0,15.2,0.02,0,0.02,0.02,0,13928,2698,1172,9024,2206,3371,3865,1564,6141,0,193,0,19,50,2378,56,1115,0,107,0,317,3054,58,0,441,20.9,21.65,216188,69219,23908,2062,14,117,0.310442857,766.4609367,702.0068029,0,0,0.166666667,0,0,0,0,13.16666667,0,8.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.666666667,0,0,0,0,0,0,0,0,27.581,7.029,0,0,0,4.325,0,0,0,165.071,44.884,0,0,194.791,0,31.835,227.97
BZ11792006,Belize,HRI,BZ1179,NA,2006,16.4955,-87.9863,37478,Southern Barrier Complex,Fore reef,Fore reef,6.6,Yes,Gladden Spit and Silk Cayes,General Use Zone,General Use Zone,2003,3,105,1,1,Moderate,2.3,55.1,30.9,7.5,263.3,27,8.1,245.9,3.9,4.1,17.4,6.4,0,0,0,0,0,5013,2445,2161,1776,791,1106,1319,208,775,122,27,0,3,0,258,152,1982,0,0,0,8,1098,179,110,299,25.3,24.5,160106,43444,6490,NA,NA,104,58.09314117,476.670943,532.5081813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.245,59.001,44.034,0,0,66.102,0,0,0,0,59.328,4.116,0,0,122.166,0,0,1003.755
BZ11832006,Belize,HRI,BZ1183,Babe Caye,2006,16.5137,-88.2998,37470,Southern Barrier Complex,Patch,Patch,2.8,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,4.4,33.9,19.4,6.7,163.4,11.8,9.2,114.6,7.7,6.5,48.9,10.8,0.03,0.02,0.02,0.03,0,1720,713,539,859,148,235,256,53,690,15,31,0,2,0,53,24,345,0,0,0,5,230,194,0,131,20.1,21.4,223378,84917,35812,8525,506,128,35.78552405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.585,19.562,0,0,0,0,0,0,0,0,9.188,2.058,1.087,0,118.533,0,0,76.141
BZ11842006,Belize,HRI,BZ1184,Gladden,2006,16.5323,-87.9844,37478,Southern Barrier Complex,Crest,Crest,1.4,Yes,Gladden Spit and Silk Cayes,Conservation Zone II,General Use Zone,2003,3,105,1,1,Moderate,3,65.6,9.2,4.1,38.9,6.4,4.2,27.5,2.8,3.8,11.4,12.9,0.02,0,0.02,0,0,9956,5777,5357,2580,1599,2085,2403,496,1230,122,98,0,24,0,543,278,5027,0,0,0,68,2017,330,156,62,72.4,69.6,145092,41619,7836,NA,NA,99,5.757658636,438.314707,468.2039566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.565,99.217,86.343,0,0,93.646,0,0,0,0,293.711,394.279,7.505,19.435,193.975,0,0,2107.2
BZ11862006,Belize,HRI,BZ1186,False Caye,2006,16.6034,-88.3342,37473,Central Barrier Complex,Crest,Crest,1.6,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,1.4,45.5,10.7,4.7,51.7,1.8,4.3,8.3,8.8,4.8,43.4,25,0,0,0,0,0,9939,4439,4167,3775,1725,2927,3042,1043,1224,137,63,0,0,0,1114,89,3840,0,0,0,69,2858,327,0,218,94.8,100,212318,98049,48853,14791,2889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.854,177.119,0,0,0,0,0,0,0,0,143.588,41.92,0,83.391,166.736,80.635,0,1787.942
BZ11862009,Belize,HRI,BZ1186,False Caye,2009,16.6034,-88.3342,38589,Central Barrier Complex,Crest,Crest,1.2,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,0.4,32.1,35.2,3.1,109.9,22.1,3.2,70.9,13.1,2.8,38.9,16.3,0,0,0,0,0,1085,747,703,220,118,111,152,64,97,41,3,0,25,0,101,4,602,0,0,0,1,110,101,0,0,27.2,28,212318,98049,48853,14791,2889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24.45222222,42.77,0,0,0,0,0,0,0,161.1177778,0,0,0,147.0211111,0,23.08333333,70.33777778
BZ11862011,Belize,HRI,BZ1186,False Caye,2011,16.6034,-88.3342,39388,Central Barrier Complex,Crest,Crest,2.1,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,1.2,36,2.8,3.4,11,1,0.5,0.5,1.8,2.6,7.8,21,0,0,0,0,0,983,342,336,447,194,295,296,247,22,0,45,0,0,0,250,0,287,0,14,0,0,295,49,0,0,39.5,42.5,212318,98049,48853,14791,2889,NA,NA,NA,NA,0,0,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0,0,1.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.174,7.336,0.027,0,0,0,0,0,0,0,57.217,4.244,0,0,19.554,0,0,91.3
BZ11862014,Belize,HRI,BZ1186,False Caye,2014,16.6034,-88.3342,40385,Central Barrier Complex,Lagoon,Lagoon,2.2,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,0.8,35,26.5,1.4,53.6,22.5,1.4,47.3,4,0.7,6.3,5.3,0.12,0.12,0,0,0,1092,514,480,545,33,53,459,0,111,0,21,0,22,0,406,0,480,0,0,0,0,53,0,0,0,52.8,52.5,212318,98049,48853,14791,2889,NA,NA,NA,NA,0,0,0.833333333,0,0,0,0,12,0,2.5,0,0,0,5.5,4,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.592,126.925,0,0,22.408,0,0,0
BZ11862016,Belize,HRI,BZ1186,False Caye,2016,16.6034,-88.3342,41090,Central Barrier Complex,Lagoon,Lagoon,2,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,0.2,27.6,51.4,NA,NA,44.2,NA,NA,7.2,NA,NA,6.5,0.05,0,0.05,0,0,536,304,304,189,43,68,132,26,0,0,32,0,0,0,131,0,304,0,0,0,0,68,0,0,1,20.7,20,212318,98049,48853,14791,2889,NA,NA,NA,NA,0,0.166666667,3.166666667,0,0,0,0,26.66666667,0,0.666666667,0,0,0,9.666666667,5.5,0,0,1.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.7,0,0,0,38.466,0,0,31.108
BZ11882006,Belize,HRI,BZ1188,Southwater Caye Reef Quamina South,2006,16.6285,-88.2287,37413,Central Barrier Complex,Crest,Crest,2.5,Yes,South Water Caye,General Use Zone,General Use Zone,1996,10,470,19,89,Inadequate,1.6,23.3,21.7,3.7,78.1,16.3,4.1,65.2,5.3,2.5,12.9,12,0,0,0,0,0,5874,2486,2083,2947,442,595,738,986,1612,0,263,0,0,0,1294,28,1104,0,0,0,1,594,979,0,0,14.5,15.7,178775,83272,38375,8692,84,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.951,40.657,481.736,0,0,0,0,7.907,0,0,45.94,0,39.642,0,91.843,327.535,77.52,71.779
BZ11892006,Belize,HRI,BZ1189,Southwater Caye Reef Quamina Cay,2006,16.6432,-88.2242,37414,Central Barrier Complex,Crest,Crest,2,Yes,South Water Caye,General Use Zone,General Use Zone,1996,10,470,19,89,Inadequate,5.9,26.7,16.1,5,86.2,8,4.7,38,8.1,4.5,48.2,10.1,0,0,0,0.02,0,4279,1951,1721,1924,403,607,762,747,362,0,439,140,0,0,1009,0,1527,0,0,0,0,607,194,0,0,45.5,42,177255,83908,38808,9014,98,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.926,63.812,39.459,0,83.907,0,0,0,0,0,305.1,51.886,0,0,69.485,343.994,0,145.732
